yyyymmdd,hhmmss,storm#,latstorm,lonstorm,altsnd, latsnd,  lonsnd,  tbot, ttop1, ttop2, ttop3, ttop4, ttop5,  wbot, wtop1, wtop2, wtop3, wtop4, wtop5,dirstm,spdstm,sndang,snddist,suptime,ntime,tor,tordur,torday,outflow
20100524,192701,storm1,  42.206,-101.097,   889, 41.107,-100.723,    10, 12100, 12100, 12100, 12100, 12100,    10, 12100, 12100, 12100, 12100, 12100, 183.2,  21.8,  -163,    126,   1.61, 0.68, -2,   0.0,  0.0,0.0
20100525,214756,storm1,  38.533,-102.007,  1291, 38.835,-102.350,    10,  8420,  8420,  8420,  8420,  8420,    10,  8420,  8420,  8420,  8420,  8420, 203.1,  16.0,    60,     45,   1.00, 0.59, -2,   0.0,  1.0,0.0
20100525,222721,storm2,  38.692,-101.859,   972, 39.009,-101.369,    10,  2400, 11020, 12000, 12000, 12000,    10,  2400, 11000, 11000, 11980, 11980, 212.5,   7.7,   -24,     55,   0.61, 0.35, -2,   0.0,  1.0,0.0
20100525,222806,storm2,  38.692,-101.859,  1280, 38.822,-102.333,    10,  7630,  7630,  7630,  7630,  7630,    10,  7480,  7480,  7480,  7480,  7480, 212.5,   7.7,    97,     44,   0.61, 0.35, -2,   0.0,  1.0,0.0
20100525,222829,storm2,  38.692,-101.859,  1121, 39.327,-101.727,    10, 11870, 11870, 11870, 11870, 11870,    10,  8350, 11870, 11870, 11870, 11870, 212.5,   7.7,    17,     72,   0.61, 0.35, -2,   0.0,  1.0,0.0
20100525,232612,storm5,  38.587,-101.974,  1115, 38.466,-101.780,    10, 10750, 10750, 10750, 10750, 10750,    10, 10750, 10750, 10750, 10750, 10750, 250.1,   6.3,   -63,     22,   1.23, 0.64,  0,   7.1,  1.0,0.0
20100525,232706,storm3,  38.809,-101.528,  1130, 39.327,-101.727,    10,  7790,  7790, 11860, 11860, 11860,    10,  7790, 11860, 11860, 11860, 11860, 257.3,   9.4,    90,     60,   0.54, 0.58, -2,   0.0,  1.0,0.0
20100525,232715,storm3,  38.809,-101.528,  1006, 38.570,-101.370,    10, 11990, 11990, 11990, 11990, 11990,    10, 11990, 11990, 11990, 11990, 11990, 257.3,   9.4,   -79,     30,   0.54, 0.58, -2,   0.0,  1.0,0.0
20100525,233017,storm5,  38.593,-101.954,  1253, 38.632,-102.657,    10, 10560, 10560, 10560, 10560, 10560,    10, 10560, 10560, 10560, 10560, 10560, 250.0,   6.4,   151,     61,   1.30, 0.68, -1,   0.0,  1.0,0.0
20100526,002640,storm6,  38.658,-101.536,  1268, 38.764,-102.332,    10, 11730, 11730, 11730, 11730, 11730,    10, 11730, 11730, 11730, 11730, 11730, 267.9,  10.7,   167,     70,   1.15, 0.45, -1,   0.0,  1.0,0.0
20100526,003000,storm4,  38.869,-100.951,   914, 38.599,-100.908,    10, 11250, 11250, 11250, 11250, 11250,    10, 11250, 11250, 11250, 11250, 11250, 267.6,  11.2,   -86,     30,   0.54, 0.19,  1,  43.9,  1.0,0.0
20100526,003224,storm4,  38.869,-100.951,   950, 39.278,-100.945,    10, 12040, 12040, 12040, 12040, 12040,    10,  9120,  9120, 12040, 12040, 12040, 267.6,  11.2,    86,     45,   0.54, 0.19,  1,  43.9,  1.0,0.0
20100526,003312,storm6,  38.661,-101.502,  1013, 38.482,-101.351,    10, 10570, 10570, 10570, 10570, 10570,    10,  7280, 10570, 10570, 10570, 10570, 272.0,  11.3,   -54,     24,   1.23, 0.48, -1,   0.0,  1.0,0.0
20100526,010714,storm4,  38.852,-100.679,   860, 38.613,-100.506,    10, 11790, 11790, 11790, 11790, 11790,    10, 10570, 11780, 11780, 11780, 11780, 268.7,  12.9,   -62,     31,   1.15, 0.40,  1,  43.9,  1.0,0.0
20100526,011004,storm6,  38.632,-101.209,   912, 38.491,-100.926,    10,  9660,  9660,  9660,  9660,  9660,    10,  9640,  9640,  9640,  9640,  9640, 273.1,  12.4,   -28,     29,   1.84, 0.73, -1,   0.0,  1.0,0.0
20100526,210945,storm1,  40.003,-104.634,  1358, 40.329,-104.243,    10, 11640, 11640, 11640, 11640, 11640,    10,  9930, 11640, 11640, 11640, 11640, 216.0,   5.0,   -13,     49,   1.08, 0.19, -2,   0.0,  0.0,0.0
20100526,210947,storm1,  40.003,-104.634,  1409, 40.401,-104.640,    10,  7370, 11580, 11580, 11580, 11580,    10,  7370, 10790, 11570, 11570, 11570, 216.0,   5.0,    30,     44,   1.08, 0.19, -2,   0.0,  0.0,0.0
20100526,220948,storm1,  40.064,-104.421,  1472, 39.740,-104.694,    10, 11520, 11520, 11520, 11520, 11520,    10, 11510, 11510, 11510, 11510, 11510, 253.8,   4.7,  -144,     43,   2.08, 0.37, -2,   0.0,  0.0,0.0
20100526,221738,storm1,  40.071,-104.391,  1390, 40.247,-104.061,    10, 11600, 11600, 11600, 11600, 11600,    10, 11600, 11600, 11600, 11600, 11600, 235.0,   4.8,    -7,     34,   2.24, 0.40, -2,   0.0,  0.0,0.0
20100526,221919,storm1,  40.071,-104.391,  1544, 40.000,-104.735,    10, 11450, 11450, 11450, 11450, 11450,    10, 11450, 11450, 11450, 11450, 11450, 235.0,   4.8,   152,     30,   2.24, 0.40, -2,   0.0,  0.0,1.0
20100526,222346,storm1,  40.075,-104.384,  1359, 40.002,-103.594,    10, 11630, 11630, 11630, 11630, 11630,    10, 11630, 11630, 11630, 11630, 11630, 234.7,   5.3,   -49,     68,   2.32, 0.41, -2,   0.0,  0.0,0.0
20100526,222923,storm1,  40.085,-104.369,  1690, 39.744,-104.435,    10, 11300, 11300, 11300, 11300, 11300,    10, 11300, 11300, 11300, 11300, 11300, 238.3,   5.5,  -137,     38,   2.39, 0.42, -2,   0.0,  0.0,0.0
20100526,231738,storm1,  40.147,-104.200,  1319, 40.254,-103.750,    10, 11670, 11670, 11670, 11670, 11670,    10, 11670, 11670, 11670, 11670, 11670, 242.1,   4.4,   -17,     40,   3.24, 0.58, -2,   0.0,  0.0,0.0
20100526,232045,storm1,  40.147,-104.200,  1393, 39.988,-103.638,    10, 11600, 11600, 11600, 11600, 11600,    10,  4590, 11600, 11600, 11600, 11600, 242.1,   4.4,   -55,     51,   3.24, 0.58, -2,   0.0,  0.0,0.0
20100526,232050,storm1,  40.147,-104.200,  1478, 40.074,-104.377,    10, 11160, 11510, 11510, 11510, 11510,    10,  7140, 11510, 11510, 11510, 11510, 242.1,   4.4,   174,     17,   3.24, 0.58, -2,   0.0,  0.0,0.0
20100527,001637,storm1,  40.256,-104.037,  1310, 40.256,-103.697,    10,  9990, 11680, 11680, 11680, 11680,    10,  9990,  9990, 11680, 11680, 11680, 234.4,   6.2,   -43,     29,   4.17, 0.74, -2,   0.0,  0.0,0.0
20100527,001954,storm1,  40.266,-104.019,  1386, 39.886,-103.594,    20,  2830,  2830,  2830,  2830,  2830,    20,  2830,  2830,  2830,  2830,  2830, 226.8,   6.0,  -100,     56,   4.25, 0.75, -2,   0.0,  0.0,0.0
20100527,002025,storm1,  40.266,-104.019,  1428, 40.217,-104.215,    10, 11560, 11560, 11560, 11560, 11560,    10,  9760, 11560, 11560, 11560, 11560, 226.8,   6.0,   147,     18,   4.25, 0.75, -2,   0.0,  0.0,1.0
20100527,002123,storm1,  40.266,-104.019,  1442, 40.156,-103.209,    10, 11550, 11550, 11550, 11550, 11550,    10, 11550, 11550, 11550, 11550, 11550, 226.8,   6.0,   -61,     70,   4.25, 0.75, -2,   0.0,  0.0,0.0
20100603,234044,storm1,  42.935, -98.985,   439, 43.081, -98.307,    10, 12020, 12020, 12020, 12020, 12020,    10, 11260, 12020, 12020, 12020, 12020, 276.4,  13.5,    25,     57,   0.99, 0.29, -2,   0.0,  0.0,0.0
20100604,002841,storm1,  42.803, -98.559,   547, 43.080, -98.487,    10,  6380,  6380,  6380,  6380,  6380,    10,  6380,  6380,  6380,  6380,  6380, 293.5,  12.6,   110,     31,   1.77, 0.52, -2,   0.0,  0.0,0.0
20100604,002849,storm1,  42.803, -98.559,   359, 42.753, -98.009,    10,  3840,  3840,  3840,  3840,  3840,    10,  3840,  3840,  3840,  3840,  3840, 293.5,  12.6,    24,     45,   1.77, 0.52, -2,   0.0,  0.0,1.0
20100604,003235,storm1,  42.791, -98.530,   404, 42.971, -97.753,    10,  9730,  9730, 12590, 12590, 12590,    10,  9720, 12590, 12590, 12590, 12590, 293.2,  12.8,    48,     66,   1.85, 0.55, -2,   0.0,  0.0,0.0
20100604,004230,storm1,  42.768, -98.449,   557, 42.668, -98.658,    30,  4590,  4590,  4590,  7440,  7440,    30,  6460,  7440,  7440,  7440,  7440, 288.9,  13.5,  -122,     20,   2.00, 0.59, -2,   0.0,  0.0,0.0
20100604,012122,storm1,  42.682, -98.024,   531, 42.594, -97.682,    10,  8570,  8570,  8570, 10090, 11000,    10,  8540,  8540,  8540,  8540, 10940, 283.0,  14.5,    -2,     30,   2.69, 0.80, -2,   0.0,  0.0,0.0
20100604,012706,storm1,  42.673, -97.979,   384, 42.728, -97.272,    10, 12610, 12610, 12610, 12610, 12610,    10, 12610, 12610, 12610, 12610, 12610, 277.5,  14.3,    16,     58,   2.77, 0.82, -2,   0.0,  0.0,0.0
20100604,013244,storm1,  42.663, -97.940,   614, 42.465, -98.599,    10,  4960, 12380, 12380, 12380, 12380,    10,  4880, 12380, 12380, 12380, 12380, 269.7,  14.7,  -158,     58,   2.85, 0.84, -2,   0.0,  0.0,0.0
20100606,224706,storm1,  40.873,-101.732,   973, 41.091,-101.362,    10,  5040,  5120,  6210, 12020, 12020,    10,  5020,  5020,  5020,  8920, 12020, 326.3,  11.5,   101,     39,   0.91, 0.30, -2,   0.0,  0.0,0.0
20100606,225626,storm1,  40.829,-101.693,  1005, 40.638,-101.630,    10, 11990, 11990, 11990, 11990, 11990,    10,  3660,  3660,  3660, 11990, 11990, 323.4,  13.0,   -15,     22,   1.06, 0.35, -2,   0.0,  0.0,0.0
20100606,225758,storm1,  40.800,-101.671,   946, 40.829,-101.151,    10,  3220,  3380,  6180,  7510, 12040,    10,  1660,  2890,  3750,  4490,  5250, 322.0,  13.0,    64,     44,   1.14, 0.37, -2,   0.0,  0.0,0.0
20100606,230258,storm1,  40.772,-101.640,   849, 41.134,-100.701,    10,  9110,  9110,  9110,  9110,  9110,    10,  9080,  9080,  9080,  9080,  9080, 319.3,  12.5,    84,     89,   1.22, 0.40, -2,   0.0,  0.0,0.0
20100606,234514,storm1,  40.596,-101.381,   958, 40.834,-101.165,    10,  9190,  9190, 12030, 12030, 12030,    10,  9180,  9180, 11520, 12030, 12030, 311.1,  11.5,   105,     32,   1.91, 0.62, -2,   0.0,  0.0,0.0
20100606,234949,storm1,  40.579,-101.358,   900, 40.392,-101.077,    10, 11560, 12090, 12090, 12090, 12090,    10, 10620, 10730, 10730, 11810, 11810, 315.3,  12.8,    12,     32,   1.98, 0.65, -2,   0.0,  0.0,0.0
20100607,000042,storm1,  40.535,-101.300,   960, 40.185,-101.531,    10, 12030, 12030, 12030, 12030, 12030,    10, 12030, 12030, 12030, 12030, 12030, 317.7,  16.4,   -61,     44,   2.13, 0.70, -2,   0.0,  0.0,0.0
20100607,000249,storm1,  40.505,-101.267,  1040, 40.837,-101.666,    10,  9370,  9370, 11450, 11450, 11450,    10,  9370,  9370, 11170, 11170, 11170, 316.3,  16.6,  -174,     50,   2.21, 0.72, -2,   0.0,  0.0,0.0
20100607,011834,storm3,  41.344,-101.089,   955, 41.128,-101.134,    10,  9050,  9050,  9050, 12040, 12040,    10,  3080,  4320,  4320, 12040, 12040, 308.3,  18.9,   -52,     24,   2.92, 0.90, -2,   0.0,  0.0,0.0
20100607,012755,storm2,  41.125,-101.712,  1012, 40.836,-101.361,    10, 11120, 11120, 11120, 11120, 11120,    10,  7640,  7910,  7910, 11120, 11120, 310.1,  16.4,     1,     44,   2.99, 0.73, -2,   0.0,  0.0,0.0
20100607,230515,storm1,  42.249,-104.549,  1205, 41.820,-103.677,    10, 11780, 11780, 11780, 11780, 11780,    10,  3740,  3740, 11770, 11770, 11770, 289.4,  15.5,    -8,     86,   0.99, 0.41, -2,   0.0,  1.0,0.0
20100607,234157,storm1,  42.144,-104.154,  1265, 42.016,-104.053,    10,  6310,  6310,  6310,  6310,  6310,    10,  6610,  6610,  6610,  6610,  6610, 284.4,  13.2,   -41,     16,   1.60, 0.66, -2,   0.0,  1.0,0.0
20100607,234843,storm1,  42.127,-104.079,  1442, 42.279,-103.648,    10,  2420,  2420,  2420,  2420,  2420,    10,  2420,  2420,  2420,  2420,  2420, 271.5,  12.3,    28,     39,   1.75, 0.72, -2,   0.0,  1.0,0.0
20100607,235545,storm1,  42.123,-104.031,  1304, 41.914,-104.297,    10,  8310,  9420,  9420,  9420,  9420,    10,  6840,  9420,  9420,  9420,  9420, 263.4,  13.1,  -142,     32,   1.83, 0.75, -2,   0.0,  1.0,0.0
20100607,235752,storm1,  42.121,-103.998,  1190, 41.875,-103.646,    10,  7170,  7170,  7170,  7170,  7170,    10,  7170,  7170,  7170,  7170,  7170, 258.1,  14.7,   -59,     40,   1.91, 0.78, -2,   0.0,  1.0,0.0
20100608,003555,storm2,  42.038,-103.394,  1174, 41.818,-103.382,    10,  6880,  6880,  8740,  8740,  8740,    10,  6740,  8740,  8740,  8740,  8740, 274.7,  10.1,   -81,     24,   0.84, 0.47,  0,   7.1,  1.0,0.0
20100608,003625,storm2,  42.038,-103.394,  1314, 42.322,-103.080,    10,  2240,  2240,  2240,  2240,  2240,    10,  1830,  2500,  2500,  2500,  2500, 274.7,  10.1,    57,     41,   0.84, 0.47,  0,   7.1,  1.0,0.0
20100608,004009,storm2,  42.035,-103.355,  1106, 41.681,-103.088,    10, 11890, 11890, 11890, 11890, 11890,    10, 11880, 11880, 11880, 11880, 11880, 266.1,   8.4,   -66,     45,   0.92, 0.52,  0,   7.1,  1.0,0.0
20100608,010014,storm3,  41.957,-103.778,  1295, 42.210,-104.511,    10,  9040,  9040,  9040,  9040,  9040,    10,  9040,  9040,  9040,  9040,  9040, 305.5,  15.0,  -161,     67,   1.30, 0.39,  1,  30.9,  1.0,1.0
20100608,013616,storm3,  41.810,-103.399,  1082, 41.594,-102.844,    10, 11900, 11900, 11900, 11900, 11900,    10,  7560, 11900, 11900, 11900, 11900, 289.2,  18.9,    -2,     52,   1.92, 0.58,  1,  30.9,  1.0,0.0
20100608,014057,storm3,  41.797,-103.341,  1313, 42.321,-103.078,    10,  4460,  4460,  4460,  4460,  4460,    10,  4460,  4460,  4460,  4460,  4460, 293.7,  19.4,   100,     62,   2.00, 0.61,  1,  30.9,  1.0,1.0
20100608,014304,storm3,  41.797,-103.341,  1352, 41.583,-103.669,    10,  9710,  9710,  9710,  9710,  9710,    10,  1200,  1200,  1200,  9710,  9710, 293.7,  19.4,  -108,     36,   2.00, 0.61,  1,  30.9,  1.0,0.0
20100608,014459,storm3,  41.785,-103.282,  1273, 42.136,-104.340,    10, 11720, 11720, 11720, 11720, 11720,    10,  9540, 11720, 11720, 11720, 11720, 300.5,  20.5,  -166,     96,   2.07, 0.63,  1,  30.9,  1.0,0.0
20100608,022552,storm3,  41.587,-102.785,  1303, 42.258,-103.015,    10,  2950,  2950,  2950,  2950,  2950,    10,  1750,  1750,  1750,  1750,  1750, 280.2,  16.6,   118,     77,   2.76, 0.84,  0,   7.0,  1.0,1.0
20100608,022607,storm3,  41.587,-102.785,  1290, 41.404,-102.974,    10,  3900,  5380,  6290,  6290,  8520,    10,  2910,  4040,  4040,  5010,  8980, 280.2,  16.6,  -114,     26,   2.76, 0.84,  0,   7.0,  1.0,0.0
20100608,022755,storm3,  41.587,-102.785,  1364, 41.583,-103.669,    10,  3520,  3520,  3520,  3980,  3980,    10,  3980,  3980,  3980,  3980,  3980, 280.2,  16.6,  -166,     74,   2.76, 0.84,  0,   7.0,  1.0,1.0
20100610,011349,storm1,  41.821,-104.186,  1356, 41.568,-103.675,    10, 11630, 11630, 11630, 11630, 11630,    10, 11630, 11630, 11630, 11630, 11630, 268.5,  14.1,   -35,     51,   1.37, 0.34, -2,   0.0,  0.0,0.0
20100610,011543,storm1,  41.821,-104.186,  1219, 42.104,-103.073,    10, 11770, 11770, 11770, 11770, 11770,    10, 11770, 11770, 11770, 11770, 11770, 268.5,  14.1,    17,     97,   1.37, 0.34, -2,   0.0,  0.0,0.0
20100610,011551,storm1,  41.821,-104.186,  1097, 41.631,-103.059,    10, 11900, 11900, 11900, 11900, 11900,    10, 11900, 11900, 11900, 11900, 11900, 268.5,  14.1,   -14,     96,   1.37, 0.34, -2,   0.0,  0.0,0.0
20100610,013514,storm1,  41.825,-103.999,  1184, 41.847,-103.621,    10,  7230,  7230,  7230,  7230,  7230,    10,  7230,  7230,  7230,  7230,  7230, 267.3,  12.6,     1,     31,   1.68, 0.42, -2,   0.0,  0.0,0.0
20100610,021701,storm1,  41.910,-103.665,  1059, 41.491,-102.598,    10, 11930, 11930, 11930, 11930, 11930,    10, 11930, 11930, 11930, 11930, 11930, 259.3,  12.2,   -42,    100,   2.38, 0.60, -2,   0.0,  0.0,0.0
20100610,230326,storm1,  39.910,-104.575,  1611, 39.767,-104.870,    10,  8960,  8960,  8960,  8960,  8960,    10,  8240,  8240,  8240,  8960,  8960, 249.7,   9.5,  -174,     30,   0.54, 0.24, -2,   0.0,  1.0,0.0
20100610,234220,storm1,  39.956,-104.281,  1374, 39.988,-103.630,    10, 11620, 11620, 11620, 11620, 11620,    10, 11620, 11620, 11620, 11620, 11620, 252.9,  10.1,   -18,     56,   1.24, 0.55, -2,   0.0,  1.0,0.0
20100610,234600,storm1,  39.956,-104.281,  1521, 40.124,-104.603,    10, 11470, 11470, 11470, 11470, 11470,    10, 11460, 11460, 11460, 11460, 11460, 252.9,  10.1,   124,     33,   1.24, 0.55, -2,   0.0,  1.0,0.0
20100610,234613,storm1,  39.956,-104.281,  1347, 40.254,-103.877,    10,  9200,  9530,  9530,  9530,  9530,    10,  9200,  9200,  9530,  9530,  9530, 252.9,  10.1,    22,     48,   1.24, 0.55, -2,   0.0,  1.0,0.0
20100610,235402,storm1,  39.974,-104.217,  1503, 39.739,-103.395,    10,  8540,  8540,  8540,  8540,  8540,    10,  8540,  8540,  8540,  8540,  8540, 255.8,   9.4,   -38,     75,   1.39, 0.62, -2,   0.0,  1.0,0.0
20100611,004215,storm2,  39.623,-104.102,  1432, 40.002,-103.249,    10,  9790,  9790,  9790,  9790,  9790,    10,  9790,  9790,  9790,  9790,  9790, 256.1,  11.4,    13,     84,   2.32, 0.49,  0,   2.5,  1.0,0.0
20100611,004217,storm2,  39.623,-104.102,  1490, 40.021,-104.415,    10, 11500, 11500, 11500, 11500, 11500,    10, 10730, 11480, 11480, 11480, 11480, 256.1,  11.4,   103,     52,   2.32, 0.49,  0,   2.5,  1.0,0.0
20100611,004228,storm2,  39.623,-104.102,  1521, 39.742,-103.274,    10,  9700,  9700, 10220, 10220, 10220,    10,  9700,  9700,  9700, 10220, 10220, 256.1,  11.4,    -7,     72,   2.32, 0.49,  0,   2.5,  1.0,0.0
20100611,013621,storm2,  39.700,-103.680,  1591, 39.631,-104.043,    10, 11400, 11400, 11400, 11400, 11400,    10, 11400, 11400, 11400, 11400, 11400, 250.5,  13.3,   169,     32,   3.16, 0.67,  0,   2.5,  1.0,1.0
20100611,013720,storm2,  39.700,-103.680,  1415, 39.432,-102.874,    10,  9370,  9370,  9370,  9370,  9370,    10,  9370,  9370,  9370,  9370,  9370, 250.5,  13.3,   -48,     75,   3.16, 0.67,  0,   2.5,  1.0,0.0
20100611,013848,storm2,  39.710,-103.634,  1429, 39.699,-103.055,    10, 10050, 10050, 10050, 10050, 10050,    10, 10050, 10050, 10050, 10050, 10050, 244.7,  12.1,   -33,     50,   3.24, 0.69,  0,   2.5,  1.0,0.0
20100611,014013,storm2,  39.710,-103.634,  1418, 40.155,-103.194,    10, 10310, 10310, 10310, 10310, 10310,    20, 10310, 10310, 10310, 10310, 10310, 244.7,  12.1,    21,     62,   3.24, 0.69,  0,   2.5,  1.0,0.0
20100611,022506,storm2,  39.847,-103.322,  1341, 40.149,-103.003,    10,  9510,  9510,  9510, 10920, 10920,    10,  9510,  9510,  9510, 10820, 10820, 237.9,   9.5,    12,     43,   4.01, 0.85, -1,   0.0,  1.0,0.0
20100611,022556,storm2,  39.847,-103.322,  1440, 39.293,-102.877,    10,  5450, 11550, 11550, 11550, 11550,    10,  5430,  5430, 11550, 11550, 11550, 237.9,   9.5,   -97,     72,   4.01, 0.85, -1,   0.0,  1.0,0.0
20100611,022828,storm2,  39.860,-103.297,  1488, 39.740,-103.778,    10, 11510, 11510, 11510, 11510, 11510,    10,  8410, 11510, 11510, 11510, 11510, 238.4,   9.7,   159,     43,   4.09, 0.87, -1,   0.0,  1.0,0.0
20100611,023006,storm2,  39.860,-103.297,  1333, 39.654,-102.802,    10, 10300, 10300, 11660, 11660, 11660,    10, 10290, 10290, 11640, 11640, 11640, 238.4,   9.7,   -67,     48,   4.09, 0.87, -1,   0.0,  1.0,0.0
20100611,230319,storm1,  39.144,-104.210,  1611, 39.767,-104.870,    10, 11380, 11380, 11380, 11380, 11380,    10, 11380, 11380, 11380, 11380, 11380, 247.9,   9.3,   101,     90,   1.23, 0.52,  0,   2.5,  1.0,0.0
20100611,234111,storm1,  39.236,-103.910,  1558, 39.148,-103.492,    10,  7780,  7780,  7780,  7780,  7780,    10,  6220,  7720,  7720,  7720,  7720, 248.5,  12.1,   -42,     37,   1.93, 0.81, -1,   0.0,  1.0,0.0
20100611,234520,storm1,  39.247,-103.876,  1594, 39.281,-103.269,    10,  9950,  9950,  9950,  9950,  9950,    10,  9940,  9940,  9940,  9940,  9940, 250.0,  11.7,   -21,     52,   2.01, 0.84, -1,   0.0,  1.0,0.0
20100612,000756,storm1,  39.287,-103.746,  1809, 39.153,-104.036,    10, 11180, 11180, 11180, 11180, 11180,    10,  5710, 11180, 11180, 11180, 11180, 244.3,   8.8,   179,     29,   2.31, 0.97, -1,   0.0,  1.0,0.0
20100612,001014,storm1,  39.297,-103.727,  1408, 38.904,-103.163,    10, 11590, 11590, 11590, 11590, 11590,    10, 11590, 11590, 11590, 11590, 11590, 244.3,   8.8,   -74,     65,   2.39, 1.00, -1,   0.0,  1.0,0.0
20100612,011138,storm4,  38.301,-102.977,  1329, 38.809,-102.593,    10,  7700,  7700,  7700,  7700,  7700,    10,  7700,  7700,  7700,  7700,  7700, 235.4,  13.1,    18,     66,   0.85, 0.55, -2,   0.0,  1.0,0.0
20100612,011209,storm2,  39.311,-103.402,  1804, 39.186,-103.864,    10,  2350,  7960,  7960,  7960,  7960,    10,  5690,  7960,  7960,  7960,  7960, 260.9,  14.8,  -173,     42,   1.47, 0.66,  0,   2.5,  1.0,1.0
20100612,011534,storm2,  39.318,-103.358,  1556, 39.146,-103.100,    10,  6040,  6040,  6040,  7070,  7070,    10,  7010,  7010,  7010,  7010,  7010, 259.9,  13.9,   -54,     29,   1.54, 0.69, -1,   0.0,  1.0,0.0
20100612,011535,storm2,  39.318,-103.358,  1441, 39.292,-102.875,    10, 11550, 11550, 11550, 11550, 11550,    10, 11550, 11550, 11550, 11550, 11550, 259.9,  13.9,   -17,     42,   1.54, 0.69, -1,   0.0,  1.0,0.0
20100612,020253,storm3,  39.296,-103.151,  1307, 39.291,-102.429,    50,  8320,  8850, 11690, 11690, 11690,   140,  6710,  8270, 11690, 11690, 11690, 237.4,  15.7,   -40,     62,   0.93, 0.55, -2,   0.0,  1.0,0.0
20100612,020549,storm3,  39.313,-103.115,  1558, 39.140,-103.474,    10, 11430, 11430, 11430, 11430, 11430,    10, 11430, 11430, 11430, 11430, 11430, 237.6,  16.3,   172,     36,   1.00, 0.59, -2,   0.0,  1.0,0.0
20100613,183059,storm1,  36.250,-101.120,   914, 36.101,-100.821,    10, 12080, 12080, 12080, 12080, 12080,    10,    70, 12080, 12080, 12080, 12080, 229.1,  13.0,   -79,     32,   0.95, 0.47, -2,   0.0,  1.0,0.0
20100613,183208,storm1,  36.250,-101.120,   859, 36.386,-100.827,    10, 12140, 12140, 12140, 12140, 12140,    20,  5260,  5260, 12140, 12140, 12140, 229.1,  13.0,   -17,     30,   0.95, 0.47, -2,   0.0,  1.0,0.0
20100613,191646,storm1,  36.466,-100.871,   779, 36.173,-100.276,    10, 12210, 12210, 12210, 12210, 12210,    10, 12210, 12210, 12210, 12210, 12210, 209.4,   9.9,   -97,     62,   1.72, 0.86, -2,   0.0,  1.0,0.0
20100613,192112,storm1,  36.482,-100.861,   946, 36.213,-101.235,    10, 12040, 12040, 12040, 12040, 12040,    10,    40, 12040, 12040, 12040, 12040, 209.3,  10.5,   156,     45,   1.79, 0.89, -2,   0.0,  1.0,0.0
20100613,195813,storm2,  36.366,-100.791,   842, 36.454,-100.530,    10, 10210, 10210, 10210, 10210, 10210,    10, 10210, 10210, 10210, 10210, 10210, 230.8,   9.8,   -23,     25,   0.93, 0.24,  0,  11.8,  1.0,0.0
20100613,195953,storm2,  36.366,-100.791,   787, 36.202,-100.502,    10,   240,   240,   240,  9780, 12210,    10, 12210, 12210, 12210, 12210, 12210, 230.8,   9.8,   -80,     32,   0.93, 0.24,  0,  11.8,  1.0,0.0
20100613,203911,storm2,  36.501,-100.531,   892, 36.390,-100.797,    10,  7070,  8650,  8650,  8650, 12100,    10,  7060,  8650,  8650,  8650, 12100, 236.0,  10.5,   167,     27,   1.64, 0.43,  0,   7.1,  1.0,1.0
20100613,204505,storm2,  36.511,-100.506,   777, 36.171,-100.121,    10, 12210, 12210, 12210, 12210, 12210,    10, 12210, 12210, 12210, 12210, 12210, 233.2,   9.9,   -90,     51,   1.71, 0.45,  0,   7.1,  1.0,0.0
20100613,205907,storm2,  36.557,-100.436,   700, 36.616,-100.155,    10,  4610,  9930,  9930,  9930,  9930,    10,  4570,  4570,  6440,  9930,  9930, 233.5,   9.1,   -28,     26,   1.95, 0.51,  0,   7.1,  1.0,0.0
20100613,210122,storm2,  36.572,-100.413,   779, 36.435,-100.170,    10, 10510, 10510, 10510, 10510, 10510,    10, 10510, 10510, 10510, 10510, 10510, 234.5,   9.7,   -77,     27,   2.02, 0.53,  0,   7.1,  1.0,0.0
20100613,215938,storm3,  36.162,-100.681,   751, 36.136, -99.757,    10, 11120, 11460, 12240, 12240, 12240,    10, 10930, 11120, 11350, 12230, 12230, 243.7,  13.1,   -33,     83,   1.19, 0.38,  0,   2.5,  1.0,0.0
20100613,220309,storm2,  36.755, -99.942,   607, 36.601, -99.674,    10,  6920,  7340,  7340,  7340,  7340,    10,  6920,  7180,  7340,  7340,  7340, 248.4,  10.6,   -62,     29,   3.03, 0.80, -1,   0.0,  1.0,0.0
20100613,220611,storm2,  36.771, -99.907,   760, 36.809,-100.526,    10,  8840,  8840,  8840, 10970, 10970,    10,  8840,  8840,  8840, 10880, 10880, 250.4,   8.8,   151,     55,   3.11, 0.82, -1,   0.0,  1.0,1.0
20100613,220817,storm2,  36.771, -99.907,   537, 36.850, -99.621,    10, 10850, 12440, 12440, 12440, 12440,    10,  6720, 10810, 12440, 12440, 12440, 250.4,   8.8,    -5,     27,   3.11, 0.82, -1,   0.0,  1.0,0.0
20100613,230956,storm3,  36.413,-100.083,   746, 36.139, -99.797,    10, 10490, 11490, 12160, 12160, 12160,    10,  4030, 10430, 11850, 12120, 12120, 246.2,  15.3,   -79,     40,   2.35, 0.75, -1,   0.0,  1.0,0.0
20100614,190322,storm1,  33.056,-102.096,   913, 33.142,-101.804,    10,  5650,  5650, 12070, 12070, 12070,    10,  5340, 12040, 12040, 12040, 12040, 252.8,  14.4,    -1,     29,   1.36, 0.48,  0,   2.5,  1.0,0.0
